"REF_DATE","GEO","DGUID","Sex","Influenza immunization","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681959","1.2.5.12","8.1","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Number of persons","Number","223","units ","0","v21681960","1.3.1.1","1937433","","","","0"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681961","1.3.1.2","1937432","","","","0"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","High 95% confidence interval, number of persons","Number","223","units ","0","v21681962","1.3.1.3","1937434","","","","0"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Coefficient of variation for number of persons","Number","223","units ","0","v21681963","1.3.1.4","0.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Percent","Percent","239","units ","0","v21681964","1.3.1.5","100.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Low 95% confidence interval, percent","Percent","239","units ","0","v21681965","1.3.1.6","100.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","High 95% confidence interval, percent","Percent","239","units ","0","v21681966","1.3.1.7","100.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Coefficient of variation for percent","Percent","239","units ","0","v21681967","1.3.1.8","0.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Age-standardized rate","Rate","257","units ","0","v21681968","1.3.1.9","100.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681969","1.3.1.10","100.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681970","1.3.1.11","100.0","","","","1"
"1996","Canada","2016A000011124","Females","Total population for the variable influenza immunization","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681971","1.3.1.12","0.0","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Number of persons","Number","223","units ","0","v21681972","1.3.2.1","941310","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681973","1.3.2.2","895169","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","High 95% confidence interval, number of persons","Number","223","units ","0","v21681974","1.3.2.3","987450","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Coefficient of variation for number of persons","Number","223","units ","0","v21681975","1.3.2.4","2.5","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Percent","Percent","239","units ","0","v21681976","1.3.2.5","48.6","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Low 95% confidence interval, percent","Percent","239","units ","0","v21681977","1.3.2.6","46.2","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","High 95% confidence interval, percent","Percent","239","units ","0","v21681978","1.3.2.7","51.0","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Coefficient of variation for percent","Percent","239","units ","0","v21681979","1.3.2.8","2.5","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Age-standardized rate","Rate","257","units ","0","v21681980","1.3.2.9","48.4","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681981","1.3.2.10","46.1","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681982","1.3.2.11","50.7","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, less than one year ago","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681983","1.3.2.12","2.4","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Number of persons","Number","223","units ","0","v21681984","1.3.3.1","232238","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681985","1.3.3.2","202511","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","High 95% confidence interval, number of persons","Number","223","units ","0","v21681986","1.3.3.3","261966","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Coefficient of variation for number of persons","Number","223","units ","0","v21681987","1.3.3.4","6.5","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Percent","Percent","239","units ","0","v21681988","1.3.3.5","12.0","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Low 95% confidence interval, percent","Percent","239","units ","0","v21681989","1.3.3.6","10.5","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","High 95% confidence interval, percent","Percent","239","units ","0","v21681990","1.3.3.7","13.5","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Coefficient of variation for percent","Percent","239","units ","0","v21681991","1.3.3.8","6.5","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Age-standardized rate","Rate","257","units ","0","v21681992","1.3.3.9","12.0","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681993","1.3.3.10","10.5","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681994","1.3.3.11","13.6","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, 1 or more years ago","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681995","1.3.3.12","6.6","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Number of persons","Number","223","units ","0","v21681996","1.3.4.1","673050","","","","0"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681997","1.3.4.2","623512","","","","0"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","High 95% confidence interval, number of persons","Number","223","units ","0","v21681998","1.3.4.3","722588","","","","0"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Coefficient of variation for number of persons","Number","223","units ","0","v21681999","1.3.4.4","3.8","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Percent","Percent","239","units ","0","v21682000","1.3.4.5","34.7","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Low 95% confidence interval, percent","Percent","239","units ","0","v21682001","1.3.4.6","32.2","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","High 95% confidence interval, percent","Percent","239","units ","0","v21682002","1.3.4.7","37.3","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Coefficient of variation for percent","Percent","239","units ","0","v21682003","1.3.4.8","3.8","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Age-standardized rate","Rate","257","units ","0","v21682004","1.3.4.9","35.0","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21682005","1.3.4.10","32.5","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21682006","1.3.4.11","37.4","","","","1"
"1996","Canada","2016A000011124","Females","Never had influenza immunization","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21682007","1.3.4.12","3.6","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, not stated","Number of persons","Number","223","units ","0","v21682008","1.3.5.1","90835","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, not stated","Low 95% confidence interval, number of persons","Number","223","units ","0","v21682009","1.3.5.2","70476","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, not stated","High 95% confidence interval, number of persons","Number","223","units ","0","v21682010","1.3.5.3","111194","","","","0"
"1996","Canada","2016A000011124","Females","Influenza immunization, not stated","Coefficient of variation for number of persons","Number","223","units ","0","v21682011","1.3.5.4","11.4","","","","1"
"1996","Canada","2016A000011124","Females","Influenza immunization, not stated","Percent","Percent","239","units ","0","v21682012","1.3.5.5","4.7","","","","1"
